image_id,file_name,ours_f1,ours_mean_iou,ours_precision,ours_recall,ours_fp,ours_fn,yolo_f1,yolo_mean_iou,yolo_precision,yolo_recall,yolo_fp,yolo_fn
300253,300253.TIF,1.000,0.889,1.000,1.000,0,0,0.923,0.894,1.000,0.857,0,2
300254,300254.TIF,0.941,0.889,0.889,1.000,1,0,0.941,0.864,0.889,1.000,1,0
300255,300255.TIF,0.667,0.721,0.667,0.667,4,4,0.818,0.839,0.900,0.750,1,3
300256,300256.TIF,0.857,0.861,0.750,1.000,1,0,1.000,0.932,1.000,1.000,0,0
300258,300258.TIF,0.889,0.873,1.000,0.800,0,1,0.889,0.819,1.000,0.800,0,1
300259,300259.TIF,0.933,0.860,0.966,0.903,1,3,0.918,0.843,0.933,0.903,2,3
300260,300260.TIF,0.961,0.889,0.974,0.949,1,2,0.949,0.862,0.949,0.949,2,2
300261,300261.TIF,0.857,0.891,0.931,0.794,2,7,0.938,0.870,1.000,0.882,0,4
300262,300262.TIF,0.938,0.891,0.938,0.938,3,3,0.969,0.884,0.959,0.979,2,1
300263,300263.TIF,0.966,0.888,0.966,0.966,1,1,0.947,0.861,0.964,0.931,1,2
300264,300264.TIF,0.846,0.847,0.786,0.917,3,1,0.818,0.859,0.900,0.750,1,3
300265,300265.TIF,0.852,0.872,0.839,0.867,5,4,0.720,0.832,0.900,0.600,2,12
300266,300266.TIF,0.906,0.823,0.960,0.857,1,4,0.863,0.856,0.957,0.786,1,6
300267,300267.TIF,0.921,0.891,0.927,0.916,6,7,0.940,0.851,0.929,0.952,6,4
300268,300268.TIF,0.920,0.899,0.980,0.867,2,15,0.920,0.862,0.980,0.867,2,15
300269,300269.TIF,0.968,0.875,0.978,0.957,1,2,0.958,0.842,0.939,0.979,3,1
300270,300270.TIF,0.952,0.885,1.000,0.909,0,2,0.905,0.867,0.950,0.864,1,3
300271,300271.TIF,0.800,0.882,0.667,1.000,1,0,1.000,0.795,1.000,1.000,0,0
300272,300272.TIF,0.972,0.887,0.946,1.000,2,0,0.972,0.856,0.946,1.000,2,0
300273,300273.TIF,0.840,0.869,0.877,0.806,7,12,0.850,0.864,0.879,0.823,7,11
300274,300274.TIF,0.773,0.830,0.810,0.739,4,6,0.703,0.854,0.929,0.565,1,10
300275,300275.TIF,0.783,0.912,0.643,1.000,5,0,0.778,0.910,0.778,0.778,2,2
300276,300276.TIF,1.000,0.909,1.000,1.000,0,0,1.000,0.903,1.000,1.000,0,0
300282,300282.TIF,1.000,0.860,1.000,1.000,0,0,0.800,0.833,1.000,0.667,0,1
300283,300283.TIF,1.000,0.884,1.000,1.000,0,0,1.000,0.855,1.000,1.000,0,0
300284,300284.TIF,0.857,0.898,0.750,1.000,1,0,1.000,0.817,1.000,1.000,0,0
300285,300285.TIF,0.667,0.795,1.000,0.500,0,1,1.000,0.762,1.000,1.000,0,0
300286,300286.TIF,0.923,0.877,0.931,0.915,4,5,0.922,0.845,0.946,0.898,3,6
300287,300287.TIF,0.889,0.881,0.923,0.857,2,4,0.809,0.880,1.000,0.679,0,9
300288,300288.TIF,0.737,0.836,0.778,0.700,6,9,0.760,0.825,0.950,0.633,1,11
300289,300289.TIF,0.940,0.881,0.959,0.921,3,6,0.895,0.840,0.895,0.895,8,8
300290,300290.TIF,0.957,0.883,1.000,0.918,0,5,0.920,0.847,1.000,0.852,0,9
300291,300291.TIF,0.969,0.892,0.979,0.959,1,2,0.951,0.849,0.907,1.000,5,0
300292,300292.TIF,0.957,0.881,0.989,0.928,1,7,0.958,0.858,0.968,0.948,3,5
300293,300293.TIF,0.919,0.905,0.919,0.919,3,3,0.932,0.868,0.944,0.919,2,3
300294,300294.TIF,0.948,0.900,0.941,0.955,4,3,0.947,0.876,0.955,0.940,3,4
300295,300295.TIF,0.947,0.862,0.959,0.934,3,5,0.901,0.854,0.907,0.895,7,8
300296,300296.TIF,0.839,0.879,0.929,0.765,1,4,0.765,0.848,0.765,0.765,4,4
300308,300308.TIF,0.958,0.881,0.964,0.952,3,4,0.941,0.857,0.930,0.952,6,4
300309,300309.TIF,0.955,0.857,0.955,0.955,2,2,0.921,0.833,0.911,0.932,4,3
300310,300310.TIF,0.892,0.851,0.879,0.906,4,3,0.896,0.828,0.857,0.938,5,2
300311,300311.TIF,0.930,0.873,0.971,0.892,1,4,0.972,0.839,1.000,0.946,0,2
300312,300312.TIF,0.940,0.885,0.963,0.918,3,7,0.921,0.861,0.950,0.894,4,9
300313,300313.TIF,0.962,0.890,0.974,0.949,2,4,0.931,0.862,0.925,0.937,6,5
300314,300314.TIF,0.913,0.889,0.932,0.895,5,8,0.935,0.842,0.923,0.947,6,4
300315,300315.TIF,0.911,0.898,0.981,0.850,1,9,0.903,0.881,0.962,0.850,2,9
300316,300316.TIF,0.952,0.909,0.967,0.937,2,4,0.960,0.898,0.968,0.952,2,3
300317,300317.TIF,0.974,0.902,0.966,0.983,2,1,0.915,0.911,0.900,0.931,6,4
300318,300318.TIF,0.889,0.909,0.800,1.000,6,0,0.923,0.912,0.857,1.000,4,0
300330,300330.TIF,0.936,0.859,0.964,0.909,3,8,0.971,0.846,0.977,0.966,2,3
300331,300331.TIF,0.978,0.857,1.000,0.957,0,3,0.917,0.839,0.953,0.884,3,8
300332,300332.TIF,0.893,0.867,0.926,0.862,4,8,0.879,0.832,0.879,0.879,7,7
300333,300333.TIF,0.915,0.866,0.893,0.938,9,5,0.883,0.832,0.867,0.900,11,8
300334,300334.TIF,0.922,0.854,0.934,0.910,5,7,0.938,0.827,0.915,0.962,7,3
300335,300335.TIF,0.988,0.857,0.976,1.000,1,0,0.988,0.829,0.976,1.000,1,0
300336,300336.TIF,0.909,0.860,0.882,0.938,4,2,0.875,0.827,0.875,0.875,4,4
300337,300337.TIF,0.917,0.887,0.897,0.938,7,4,0.926,0.857,0.887,0.969,8,2
300338,300338.TIF,0.985,0.893,0.985,0.985,1,1,0.970,0.880,0.956,0.985,3,1
300339,300339.TIF,0.978,0.890,1.000,0.957,0,3,0.942,0.886,0.956,0.929,3,5
300340,300340.TIF,0.955,0.897,0.946,0.964,3,2,0.912,0.884,0.881,0.945,7,3
300341,300341.TIF,0.800,0.791,0.667,1.000,1,0,0.800,0.807,0.667,1.000,1,0
300342,300342.TIF,1.000,0.790,1.000,1.000,0,0,1.000,0.669,1.000,1.000,0,0
300343,300343.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
300352,300352.TIF,0.923,0.850,0.917,0.930,6,5,0.881,0.844,0.875,0.887,9,8
300353,300353.TIF,0.808,0.847,0.778,0.840,6,4,0.840,0.818,0.840,0.840,4,4
300354,300354.TIF,0.842,0.878,0.800,0.889,10,5,0.867,0.847,0.867,0.867,6,6
300355,300355.TIF,0.891,0.848,0.900,0.882,5,6,0.843,0.834,0.843,0.843,8,8
300356,300356.TIF,0.948,0.858,0.932,0.965,4,2,0.924,0.829,0.887,0.965,7,2
300357,300357.TIF,0.907,0.877,0.919,0.895,3,4,0.947,0.838,0.947,0.947,2,2
300358,300358.TIF,0.955,0.887,0.977,0.933,1,3,0.966,0.851,0.977,0.956,1,2
300359,300359.TIF,0.967,0.895,0.967,0.967,2,2,0.924,0.870,0.932,0.917,4,5
300360,300360.TIF,1.000,0.896,1.000,1.000,0,0,0.990,0.869,0.981,1.000,1,0
300361,300361.TIF,0.985,0.902,1.000,0.971,0,1,1.000,0.874,1.000,1.000,0,0
