image_id,file_name,ours_f1,ours_mean_iou,ours_precision,ours_recall,ours_fp,ours_fn,yolo_f1,yolo_mean_iou,yolo_precision,yolo_recall,yolo_fp,yolo_fn
310563,310563.TIF,0.857,0.861,1.000,0.750,0,3,0.818,0.843,0.900,0.750,1,3
310564,310564.TIF,0.818,0.849,1.000,0.692,0,4,0.783,0.841,0.900,0.692,1,4
310565,310565.TIF,0.933,0.876,1.000,0.875,0,2,0.897,0.874,1.000,0.812,0,3
310566,310566.TIF,0.857,0.855,0.900,0.818,1,2,0.727,0.834,0.727,0.727,3,3
310568,310568.TIF,0.571,0.918,0.667,0.500,1,2,0.667,0.743,0.600,0.750,2,1
310569,310569.TIF,0.750,0.833,0.750,0.750,3,3,0.636,0.878,0.700,0.583,3,5
310570,310570.TIF,0.881,0.903,0.963,0.812,1,6,0.867,0.837,0.929,0.812,2,6
310571,310571.TIF,0.875,0.889,0.778,1.000,2,0,0.933,0.855,0.875,1.000,1,0
310572,310572.TIF,1.000,0.892,1.000,1.000,0,0,1.000,0.892,1.000,1.000,0,0
310573,310573.TIF,0.800,0.858,1.000,0.667,0,1,0.800,0.839,1.000,0.667,0,1
310574,310574.TIF,0.500,0.880,0.500,0.500,1,1,0.667,0.881,1.000,0.500,0,1
310575,310575.TIF,1.000,0.889,1.000,1.000,0,0,1.000,0.897,1.000,1.000,0,0
310576,310576.TIF,0.923,0.831,1.000,0.857,0,1,0.833,0.793,1.000,0.714,0,2
310577,310577.TIF,1.000,0.891,1.000,1.000,0,0,1.000,0.893,1.000,1.000,0,0
310578,310578.TIF,0.800,0.855,0.750,0.857,2,1,0.857,0.789,0.857,0.857,1,1
310579,310579.TIF,0.857,0.849,1.000,0.750,0,2,0.933,0.889,1.000,0.875,0,1
310580,310580.TIF,0.800,0.847,0.889,0.727,1,3,0.700,0.810,0.778,0.636,2,4
310582,310582.TIF,1.000,0.869,1.000,1.000,0,0,1.000,0.771,1.000,1.000,0,0
310583,310583.TIF,1.000,0.833,1.000,1.000,0,0,1.000,0.741,1.000,1.000,0,0
310584,310584.TIF,1.000,0.914,1.000,1.000,0,0,1.000,0.897,1.000,1.000,0,0
310585,310585.TIF,0.667,0.906,0.500,1.000,1,0,1.000,0.922,1.000,1.000,0,0
310586,310586.TIF,0.966,0.869,0.933,1.000,1,0,0.929,0.874,0.929,0.929,1,1
310587,310587.TIF,0.984,0.896,1.000,0.968,0,1,0.968,0.872,0.968,0.968,1,1
310588,310588.TIF,0.889,0.830,1.000,0.800,0,1,0.800,0.817,0.800,0.800,1,1
310589,310589.TIF,0.889,0.863,1.000,0.800,0,1,1.000,0.776,1.000,1.000,0,0
310590,310590.TIF,0.857,0.813,1.000,0.750,0,3,0.632,0.875,0.857,0.500,1,6
310591,310591.TIF,0.824,0.832,0.875,0.778,1,2,0.737,0.761,0.700,0.778,3,2
310592,310592.TIF,0.889,0.864,0.941,0.842,1,3,0.889,0.824,0.941,0.842,1,3
310593,310593.TIF,0.857,0.891,1.000,0.750,0,1,0.857,0.860,1.000,0.750,0,1
310594,310594.TIF,1.000,0.873,1.000,1.000,0,0,1.000,0.843,1.000,1.000,0,0
310595,310595.TIF,0.800,0.847,0.857,0.750,1,2,0.800,0.832,0.857,0.750,1,2
310596,310596.TIF,0.824,0.865,0.778,0.875,2,1,0.800,0.765,0.667,1.000,4,0
310597,310597.TIF,0.800,0.791,1.000,0.667,0,2,0.667,0.844,1.000,0.500,0,3
310598,310598.TIF,0.909,0.875,0.833,1.000,1,0,0.909,0.847,0.833,1.000,1,0
310599,310599.TIF,0.909,0.923,1.000,0.833,0,1,0.833,0.894,0.833,0.833,1,1
310600,310600.TIF,0.842,0.880,0.889,0.800,1,2,0.800,0.851,0.800,0.800,2,2
310601,310601.TIF,0.800,0.824,1.000,0.667,0,3,0.714,0.862,1.000,0.556,0,4
310603,310603.TIF,0.857,0.843,0.857,0.857,1,1,0.769,0.812,0.833,0.714,1,2
310604,310604.TIF,1.000,0.828,1.000,1.000,0,0,0.947,0.776,0.900,1.000,1,0
310605,310605.TIF,1.000,0.819,1.000,1.000,0,0,0.889,0.816,1.000,0.800,0,1
310606,310606.TIF,0.857,0.816,0.857,0.857,1,1,0.923,0.819,1.000,0.857,0,1
310607,310607.TIF,1.000,0.873,1.000,1.000,0,0,1.000,0.860,1.000,1.000,0,0
310608,310608.TIF,0.400,0.695,0.333,0.500,2,1,0.500,0.719,0.500,0.500,1,1
310609,310609.TIF,0.750,0.792,0.857,0.667,1,3,0.625,0.711,0.714,0.556,2,4
310612,310612.TIF,0.800,0.870,1.000,0.667,0,1,0.667,0.832,0.667,0.667,1,1
310613,310613.TIF,0.923,0.896,0.857,1.000,2,0,0.923,0.873,0.857,1.000,2,0
310614,310614.TIF,0.923,0.823,0.857,1.000,1,0,0.800,0.858,1.000,0.667,0,2
310615,310615.TIF,0.857,0.877,0.857,0.857,1,1,0.800,0.872,0.750,0.857,2,1
310616,310616.TIF,0.800,0.882,0.909,0.714,1,4,0.800,0.797,0.909,0.714,1,4
310617,310617.TIF,0.923,0.890,1.000,0.857,0,1,0.800,0.851,0.750,0.857,2,1
310618,310618.TIF,1.000,0.915,1.000,1.000,0,0,0.800,0.911,0.667,1.000,1,0
310629,310629.TIF,0.667,0.886,1.000,0.500,0,1,0.667,0.874,1.000,0.500,0,1
310630,310630.TIF,0.947,0.860,0.900,1.000,1,0,0.857,0.833,0.750,1.000,3,0
310631,310631.TIF,0.909,0.830,1.000,0.833,0,1,0.800,0.870,1.000,0.667,0,2
310632,310632.TIF,0.842,0.856,0.800,0.889,2,1,0.889,0.842,0.889,0.889,1,1
310633,310633.TIF,1.000,0.881,1.000,1.000,0,0,0.889,0.781,0.800,1.000,1,0
310634,310634.TIF,0.857,0.896,0.750,1.000,1,0,0.857,0.833,0.750,1.000,1,0
310636,310636.TIF,1.000,0.850,1.000,1.000,0,0,0.778,0.797,0.700,0.875,3,1
310637,310637.TIF,1.000,0.863,1.000,1.000,0,0,1.000,0.863,1.000,1.000,0,0
310644,310644.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
310645,310645.TIF,1.000,0.755,1.000,1.000,0,0,0.667,0.676,1.000,0.500,0,1
310646,310646.TIF,1.000,0.830,1.000,1.000,0,0,1.000,0.882,1.000,1.000,0,0
310647,310647.TIF,1.000,0.867,1.000,1.000,0,0,0.933,0.851,1.000,0.875,0,1
310648,310648.TIF,0.933,0.855,1.000,0.875,0,1,0.933,0.809,1.000,0.875,0,1
310649,310649.TIF,1.000,0.861,1.000,1.000,0,0,1.000,0.802,1.000,1.000,0,0
310650,310650.TIF,1.000,0.864,1.000,1.000,0,0,1.000,0.841,1.000,1.000,0,0
310654,310654.TIF,1.000,0.864,1.000,1.000,0,0,1.000,0.745,1.000,1.000,0,0
310655,310655.TIF,0.500,0.797,1.000,0.333,0,2,0.400,0.861,0.500,0.333,1,2
310664,310664.TIF,0.857,0.902,1.000,0.750,0,1,1.000,0.815,1.000,1.000,0,0
310665,310665.TIF,1.000,0.822,1.000,1.000,0,0,1.000,0.793,1.000,1.000,0,0
310672,310672.TIF,0.000,0.000,0.000,0.000,1,3,0.500,0.878,1.000,0.333,0,2
3001000,3001000.TIF,0.885,0.868,0.885,0.885,3,3,0.824,0.830,0.840,0.808,4,5
3001001,3001001.TIF,0.952,0.878,0.963,0.940,3,5,0.941,0.850,0.930,0.952,6,4
3001002,3001002.TIF,0.956,0.862,0.980,0.933,2,7,0.935,0.838,0.979,0.895,2,11
3001003,3001003.TIF,0.916,0.868,0.965,0.872,3,12,0.895,0.841,0.885,0.904,11,9
3001004,3001004.TIF,0.936,0.872,0.950,0.922,5,8,0.939,0.857,0.979,0.903,2,10
3001005,3001005.TIF,0.971,0.871,1.000,0.943,0,5,0.966,0.855,0.977,0.955,2,4
3001006,3001006.TIF,0.961,0.866,0.961,0.961,3,3,0.915,0.839,0.921,0.909,6,7
3001007,3001007.TIF,0.914,0.869,0.941,0.889,1,2,0.875,0.823,1.000,0.778,0,4
3001008,3001008.TIF,0.857,0.858,1.000,0.750,0,1,0.857,0.809,1.000,0.750,0,1
3001009,3001009.TIF,0.900,0.850,0.947,0.857,2,6,0.854,0.840,0.875,0.833,5,7
3001010,3001010.TIF,0.906,0.867,0.923,0.889,4,6,0.891,0.856,0.875,0.907,7,5
3001011,3001011.TIF,0.967,0.864,0.967,0.967,1,1,0.967,0.850,0.967,0.967,1,1
3001012,3001012.TIF,0.923,0.860,1.000,0.857,0,1,0.923,0.837,1.000,0.857,0,1
3001014,3001014.TIF,1.000,0.886,1.000,1.000,0,0,0.800,0.913,0.667,1.000,1,0
3001016,3001016.TIF,0.909,0.919,1.000,0.833,0,1,0.909,0.860,1.000,0.833,0,1
3001017,3001017.TIF,0.927,0.884,0.938,0.916,5,7,0.920,0.858,0.938,0.904,5,8
3001018,3001018.TIF,0.933,0.868,0.933,0.933,2,2,0.881,0.840,0.897,0.867,3,4
3001019,3001019.TIF,0.980,0.871,0.980,0.980,1,1,0.958,0.857,0.979,0.939,1,3
3001020,3001020.TIF,0.964,0.876,0.952,0.976,2,1,0.964,0.858,0.952,0.976,2,1
3001021,3001021.TIF,1.000,0.871,1.000,1.000,0,0,1.000,0.853,1.000,1.000,0,0
3001022,3001022.TIF,0.952,0.892,0.976,0.930,1,3,0.989,0.858,0.977,1.000,1,0
3001023,3001023.TIF,0.947,0.872,0.990,0.908,1,10,0.947,0.848,0.990,0.908,1,10
3001024,3001024.TIF,0.924,0.873,0.970,0.882,3,13,0.905,0.845,0.950,0.864,5,15
3001025,3001025.TIF,0.906,0.879,0.960,0.857,3,12,0.911,0.848,0.906,0.917,8,7
3001026,3001026.TIF,0.917,0.863,0.917,0.917,3,3,0.870,0.839,0.909,0.833,3,6
3001027,3001027.TIF,0.941,0.868,1.000,0.889,0,1,0.889,0.816,0.889,0.889,1,1
3001028,3001028.TIF,1.000,0.928,1.000,1.000,0,0,0.750,0.756,0.600,1.000,2,0
3001029,3001029.TIF,1.000,0.938,1.000,1.000,0,0,0.909,0.883,0.833,1.000,1,0
3001030,3001030.TIF,0.927,0.885,0.944,0.911,3,5,0.911,0.896,0.911,0.911,5,5
3001031,3001031.TIF,0.916,0.876,0.989,0.853,1,15,0.925,0.871,0.939,0.912,6,9
3001032,3001032.TIF,0.934,0.865,0.977,0.895,2,10,0.917,0.859,0.965,0.874,3,12
3001033,3001033.TIF,0.950,0.853,0.950,0.950,1,1,0.895,0.810,0.944,0.850,1,3
3001034,3001034.TIF,1.000,0.838,1.000,1.000,0,0,1.000,0.846,1.000,1.000,0,0
3001036,3001036.TIF,1.000,0.807,1.000,1.000,0,0,1.000,0.628,1.000,1.000,0,0
3001037,3001037.TIF,1.000,0.902,1.000,1.000,0,0,0.667,0.906,0.500,1.000,1,0
3001038,3001038.TIF,1.000,0.936,1.000,1.000,0,0,1.000,0.904,1.000,1.000,0,0
3001039,3001039.TIF,0.914,0.894,0.941,0.889,1,2,0.811,0.858,0.789,0.833,4,3
3001040,3001040.TIF,0.800,0.859,0.800,0.800,1,1,0.667,0.915,0.750,0.600,1,2
3001041,3001041.TIF,0.936,0.881,0.957,0.917,1,2,0.898,0.848,0.880,0.917,3,2
3001042,3001042.TIF,1.000,0.892,1.000,1.000,0,0,0.987,0.877,1.000,0.974,0,1
3001043,3001043.TIF,0.949,0.886,0.959,0.940,2,3,0.970,0.873,0.980,0.960,1,2
3001044,3001044.TIF,0.924,0.883,0.934,0.914,6,8,0.926,0.856,0.916,0.935,8,6
3001045,3001045.TIF,0.894,0.884,0.970,0.829,3,20,0.903,0.854,0.980,0.838,2,19
3001046,3001046.TIF,0.957,0.866,0.944,0.971,4,2,0.971,0.845,0.958,0.986,3,1
3001047,3001047.TIF,0.970,0.872,0.941,1.000,1,0,0.941,0.808,0.889,1.000,2,0
3001048,3001048.TIF,1.000,0.920,1.000,1.000,0,0,1.000,0.877,1.000,1.000,0,0
3001049,3001049.TIF,0.880,0.857,0.846,0.917,2,1,0.762,0.888,0.889,0.667,1,4
3001050,3001050.TIF,0.920,0.889,0.889,0.952,5,2,0.929,0.876,0.929,0.929,3,3
3001051,3001051.TIF,0.957,0.896,0.930,0.985,5,1,0.950,0.882,0.905,1.000,7,0
3001052,3001052.TIF,0.947,0.881,0.976,0.920,2,7,0.906,0.860,0.939,0.875,5,11
3001053,3001053.TIF,0.933,0.881,0.989,0.882,1,12,0.930,0.859,0.949,0.912,5,9
3001054,3001054.TIF,0.954,0.866,0.973,0.936,2,5,0.947,0.848,0.986,0.910,1,7
3001055,3001055.TIF,1.000,0.877,1.000,1.000,0,0,0.571,0.906,0.667,0.500,1,2
3001058,3001058.TIF,0.800,0.884,1.000,0.667,0,3,0.889,0.763,0.889,0.889,1,1
3001059,3001059.TIF,0.842,0.880,0.889,0.800,1,2,0.778,0.826,0.875,0.700,1,3
3001060,3001060.TIF,1.000,0.927,1.000,1.000,0,0,1.000,0.892,1.000,1.000,0,0
3001061,3001061.TIF,1.000,0.882,1.000,1.000,0,0,1.000,0.843,1.000,1.000,0,0
3001063,3001063.TIF,0.667,0.911,0.500,1.000,1,0,0.667,0.901,0.500,1.000,1,0
3001064,3001064.TIF,1.000,0.936,1.000,1.000,0,0,1.000,0.898,1.000,1.000,0,0
3001065,3001065.TIF,0.750,0.823,1.000,0.600,0,2,0.889,0.759,1.000,0.800,0,1
3001066,3001066.TIF,0.966,0.846,1.000,0.933,0,2,0.897,0.818,0.929,0.867,2,4
3001067,3001067.TIF,0.952,0.863,0.976,0.930,1,3,0.943,0.836,0.932,0.953,3,2
3001068,3001068.TIF,0.909,0.838,0.909,0.909,1,1,0.952,0.781,1.000,0.909,0,1
3001071,3001071.TIF,0.921,0.869,0.935,0.906,2,3,0.812,0.836,0.812,0.812,6,6
3001072,3001072.TIF,0.956,0.884,0.980,0.933,2,7,0.917,0.881,0.940,0.895,6,11
3001073,3001073.TIF,0.926,0.875,0.926,0.926,7,7,0.910,0.854,0.915,0.905,8,9
3001074,3001074.TIF,0.885,0.882,1.000,0.794,0,26,0.867,0.874,0.980,0.778,2,28
3001075,3001075.TIF,0.951,0.889,0.946,0.956,5,4,0.920,0.870,0.896,0.945,10,5
3001076,3001076.TIF,0.959,0.866,0.940,0.979,3,1,0.968,0.848,0.979,0.958,1,2
3001079,3001079.TIF,0.750,0.917,0.600,1.000,2,0,1.000,0.809,1.000,1.000,0,0
3001080,3001080.TIF,0.923,0.885,0.968,0.882,2,8,0.938,0.850,0.984,0.897,1,7
3001081,3001081.TIF,0.893,0.880,0.909,0.877,5,7,0.873,0.865,0.906,0.842,5,9
3001082,3001082.TIF,0.897,0.897,0.929,0.867,1,2,0.714,0.875,0.769,0.667,3,5
3001083,3001083.TIF,0.933,0.870,0.933,0.933,3,3,0.921,0.850,0.932,0.911,3,4
3001084,3001084.TIF,0.986,0.880,0.972,1.000,1,0,0.986,0.868,0.972,1.000,1,0
3001085,3001085.TIF,1.000,0.804,1.000,1.000,0,0,1.000,0.873,1.000,1.000,0,0
3001086,3001086.TIF,1.000,0.905,1.000,1.000,0,0,1.000,0.917,1.000,1.000,0,0
3001092,3001092.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,1,1
3001093,3001093.TIF,0.874,0.889,0.864,0.884,6,5,0.874,0.873,0.864,0.884,6,5
3001094,3001094.TIF,0.913,0.889,0.950,0.880,5,13,0.913,0.879,0.950,0.880,5,13
3001095,3001095.TIF,0.952,0.880,0.976,0.930,2,6,0.952,0.878,0.976,0.930,2,6
3001096,3001096.TIF,0.915,0.878,0.970,0.866,3,15,0.925,0.884,0.980,0.875,2,14
3001097,3001097.TIF,0.952,0.872,0.990,0.917,1,9,0.942,0.875,0.980,0.907,2,10
3001098,3001098.TIF,0.964,0.867,1.000,0.931,0,2,0.926,0.857,1.000,0.862,0,4
3001101,3001101.TIF,0.977,0.890,1.000,0.955,0,1,0.930,0.854,0.952,0.909,1,2
3001102,3001102.TIF,0.940,0.880,0.933,0.946,5,4,0.913,0.845,0.907,0.919,7,6
3001103,3001103.TIF,0.898,0.889,0.917,0.880,6,9,0.924,0.879,0.957,0.893,3,8
3001104,3001104.TIF,0.933,0.907,0.921,0.946,3,2,0.958,0.882,1.000,0.919,0,3
3001105,3001105.TIF,0.960,0.887,0.969,0.950,3,5,0.948,0.871,0.989,0.910,1,9
3001106,3001106.TIF,0.931,0.876,0.960,0.905,4,10,0.927,0.862,0.950,0.905,5,10
3001107,3001107.TIF,0.963,0.866,1.000,0.929,0,2,0.929,0.881,0.929,0.929,2,2
3001110,3001110.TIF,1.000,0.935,1.000,1.000,0,0,1.000,0.897,1.000,1.000,0,0
3001114,3001114.TIF,1.000,0.862,1.000,1.000,0,0,1.000,0.825,1.000,1.000,0,0
3001115,3001115.TIF,0.964,0.876,0.964,0.964,2,2,0.956,0.868,0.931,0.982,4,1
3001116,3001116.TIF,0.870,0.884,0.970,0.789,3,26,0.852,0.881,0.950,0.772,5,28
3001117,3001117.TIF,0.912,0.893,0.990,0.846,1,18,0.894,0.885,0.970,0.829,3,20
3001118,3001118.TIF,0.876,0.873,0.990,0.786,1,27,0.876,0.884,0.990,0.786,1,27
3001119,3001119.TIF,0.868,0.870,0.990,0.773,1,29,0.860,0.868,0.980,0.766,2,30
3001120,3001120.TIF,0.980,0.881,0.980,0.980,1,1,0.980,0.865,0.962,1.000,2,0
3001121,3001121.TIF,1.000,0.891,1.000,1.000,0,0,1.000,0.903,1.000,1.000,0,0
3001123,3001123.TIF,0.945,0.875,0.956,0.935,2,3,0.911,0.848,0.932,0.891,3,5
3001124,3001124.TIF,0.969,0.879,0.963,0.975,3,2,0.932,0.848,0.915,0.949,7,4
3001125,3001125.TIF,0.983,0.885,0.978,0.989,2,1,0.916,0.865,0.911,0.921,8,7
3001126,3001126.TIF,0.960,0.901,0.954,0.965,4,3,0.943,0.885,0.932,0.953,6,4
3001127,3001127.TIF,0.964,0.880,0.979,0.949,2,5,0.924,0.867,0.919,0.929,8,7
3001128,3001128.TIF,0.897,0.876,0.960,0.842,4,18,0.879,0.861,0.940,0.825,6,20
3001129,3001129.TIF,0.951,0.874,0.983,0.921,1,5,0.959,0.844,1.000,0.921,0,5
3001131,3001131.TIF,0.000,0.000,0.000,0.000,0,1,1.000,0.661,1.000,1.000,0,0
3001136,3001136.TIF,1.000,0.898,1.000,1.000,0,0,0.986,0.875,1.000,0.973,0,1
3001137,3001137.TIF,0.936,0.886,0.936,0.936,3,3,0.905,0.867,0.896,0.915,5,4
3001138,3001138.TIF,0.948,0.887,0.979,0.920,2,8,0.945,0.874,0.949,0.940,5,6
3001139,3001139.TIF,0.931,0.893,0.969,0.896,3,11,0.891,0.886,0.938,0.849,6,16
3001140,3001140.TIF,0.891,0.859,0.968,0.826,3,19,0.864,0.875,0.918,0.817,8,20
3001141,3001141.TIF,0.948,0.860,0.988,0.911,1,8,0.889,0.838,0.938,0.844,5,14
3001142,3001142.TIF,0.942,0.863,0.990,0.899,1,11,0.928,0.830,0.970,0.890,3,12
3001143,3001143.TIF,0.974,0.859,0.974,0.974,1,1,0.933,0.846,0.946,0.921,2,3
3001144,3001144.TIF,1.000,0.849,1.000,1.000,0,0,0.914,0.882,0.941,0.889,1,2
3001145,3001145.TIF,0.970,0.887,0.980,0.960,1,2,0.929,0.866,0.939,0.920,3,4
3001146,3001146.TIF,0.935,0.871,0.942,0.929,4,5,0.889,0.852,0.865,0.914,10,6
3001147,3001147.TIF,0.942,0.878,0.920,0.964,7,3,0.935,0.863,0.929,0.940,6,5
3001148,3001148.TIF,0.947,0.893,0.990,0.908,1,10,0.938,0.872,0.980,0.899,2,11
3001149,3001149.TIF,0.958,0.865,0.958,0.958,4,4,0.916,0.862,0.916,0.916,8,8
3001150,3001150.TIF,0.907,0.875,0.980,0.845,2,18,0.898,0.853,0.970,0.836,3,19
3001151,3001151.TIF,0.881,0.883,0.889,0.873,6,7,0.899,0.839,0.907,0.891,5,6
3001153,3001153.TIF,0.800,0.839,0.667,1.000,1,0,0.800,0.820,0.667,1.000,1,0
3001157,3001157.TIF,0.957,0.905,1.000,0.917,0,1,1.000,0.870,1.000,1.000,0,0
3001158,3001158.TIF,0.931,0.872,0.918,0.944,6,4,0.950,0.867,0.957,0.944,3,4
3001159,3001159.TIF,0.952,0.877,0.957,0.947,4,5,0.963,0.864,0.968,0.957,3,4
3001160,3001160.TIF,0.950,0.869,0.950,0.950,4,4,0.943,0.860,0.961,0.925,3,6
3001161,3001161.TIF,0.925,0.874,0.958,0.893,4,11,0.925,0.863,0.958,0.893,4,11
3001162,3001162.TIF,0.959,0.862,0.976,0.942,2,5,0.953,0.849,0.953,0.953,4,4
3001163,3001163.TIF,0.955,0.856,0.984,0.926,1,5,0.904,0.840,0.910,0.897,6,7
3001164,3001164.TIF,0.981,0.860,0.981,0.981,1,1,0.925,0.843,0.942,0.907,3,5
3001165,3001165.TIF,0.878,0.865,0.947,0.818,2,8,0.884,0.821,0.905,0.864,4,6
3001166,3001166.TIF,0.932,0.880,0.932,0.932,4,4,0.939,0.866,0.964,0.915,2,5
3001167,3001167.TIF,0.957,0.895,0.966,0.949,2,3,0.974,0.875,1.000,0.949,0,3
3001168,3001168.TIF,0.961,0.901,0.953,0.968,3,2,0.952,0.895,0.967,0.937,2,4
3001169,3001169.TIF,0.942,0.881,0.931,0.953,6,4,0.889,0.875,0.884,0.894,10,9
3001170,3001170.TIF,0.950,0.884,0.960,0.941,4,6,0.941,0.864,0.950,0.931,5,7
3001171,3001171.TIF,0.970,0.886,0.980,0.960,2,4,0.940,0.872,0.940,0.940,6,6
3001172,3001172.TIF,0.938,0.883,0.990,0.892,1,12,0.929,0.865,0.980,0.883,2,13
3001173,3001173.TIF,0.977,0.879,0.969,0.984,2,1,0.932,0.850,0.899,0.969,7,2
3001174,3001174.TIF,0.957,0.918,0.917,1.000,1,0,0.957,0.907,0.917,1.000,1,0
3001175,3001175.TIF,0.970,0.905,0.941,1.000,2,0,0.970,0.919,0.941,1.000,2,0
3001176,3001176.TIF,1.000,0.917,1.000,1.000,0,0,1.000,0.912,1.000,1.000,0,0
3001177,3001177.TIF,1.000,0.802,1.000,1.000,0,0,1.000,0.645,1.000,1.000,0,0
3001179,3001179.TIF,0.901,0.874,0.941,0.865,2,5,0.901,0.863,0.941,0.865,2,5
3001180,3001180.TIF,0.981,0.890,0.981,0.981,1,1,1.000,0.878,1.000,1.000,0,0
3001181,3001181.TIF,0.968,0.893,1.000,0.938,0,2,0.933,0.866,1.000,0.875,0,4
3001182,3001182.TIF,0.970,0.894,0.960,0.980,2,1,0.949,0.884,0.940,0.959,3,2
3001183,3001183.TIF,0.965,0.871,0.976,0.954,2,4,0.936,0.877,0.942,0.931,5,6
3001184,3001184.TIF,0.907,0.858,0.949,0.869,5,14,0.908,0.837,0.940,0.879,6,13
3001185,3001185.TIF,0.949,0.872,0.966,0.933,2,4,0.957,0.850,0.982,0.933,1,4
3001186,3001186.TIF,0.959,0.907,0.940,0.979,3,1,0.958,0.895,0.958,0.958,2,2
3001187,3001187.TIF,0.944,0.871,0.944,0.944,2,2,0.986,0.853,1.000,0.972,0,1
3001188,3001188.TIF,0.947,0.877,0.940,0.955,4,3,0.946,0.860,0.968,0.924,2,5
3001189,3001189.TIF,0.922,0.863,0.937,0.908,4,6,0.953,0.838,0.968,0.938,2,4
3001190,3001190.TIF,0.918,0.888,0.918,0.918,6,6,0.929,0.887,0.970,0.890,2,8
3001191,3001191.TIF,0.963,0.877,0.963,0.963,3,3,0.928,0.862,0.917,0.939,7,5
3001192,3001192.TIF,0.969,0.884,0.984,0.954,1,3,0.947,0.856,0.926,0.969,5,2
3001193,3001193.TIF,0.957,0.883,0.963,0.951,3,4,0.919,0.863,0.925,0.914,6,7
3001194,3001194.TIF,0.952,0.888,0.986,0.921,1,6,0.933,0.852,0.946,0.921,4,6
3001195,3001195.TIF,0.957,0.867,0.957,0.957,2,2,0.968,0.860,0.978,0.957,1,2
3001196,3001196.TIF,0.963,0.900,1.000,0.929,0,1,0.880,0.894,1.000,0.786,0,3
3001197,3001197.TIF,1.000,0.897,1.000,1.000,0,0,0.917,0.888,1.000,0.846,0,2
3001198,3001198.TIF,1.000,0.924,1.000,1.000,0,0,1.000,0.905,1.000,1.000,0,0
3001200,3001200.TIF,1.000,0.931,1.000,1.000,0,0,1.000,0.866,1.000,1.000,0,0
3001201,3001201.TIF,0.889,0.846,1.000,0.800,0,2,0.889,0.797,1.000,0.800,0,2
3001202,3001202.TIF,1.000,0.799,1.000,1.000,0,0,1.000,0.616,1.000,1.000,0,0
3001203,3001203.TIF,1.000,0.953,1.000,1.000,0,0,1.000,0.948,1.000,1.000,0,0
3001204,3001204.TIF,1.000,0.866,1.000,1.000,0,0,0.977,0.858,0.955,1.000,2,0
3001205,3001205.TIF,0.978,0.878,0.967,0.989,3,1,0.978,0.862,0.978,0.978,2,2
3001206,3001206.TIF,0.925,0.848,0.939,0.912,6,9,0.891,0.821,0.900,0.882,10,12
3001207,3001207.TIF,0.938,0.862,0.948,0.929,5,7,0.919,0.831,0.910,0.929,9,7
3001208,3001208.TIF,0.949,0.872,0.966,0.933,3,6,0.894,0.854,0.899,0.889,9,10
3001209,3001209.TIF,0.949,0.886,0.933,0.966,2,1,0.929,0.866,0.963,0.897,1,3
3001210,3001210.TIF,0.923,0.874,0.900,0.947,2,1,0.872,0.842,0.850,0.895,3,2
3001211,3001211.TIF,1.000,0.860,1.000,1.000,0,0,1.000,0.822,1.000,1.000,0,0
3001212,3001212.TIF,1.000,0.877,1.000,1.000,0,0,1.000,0.866,1.000,1.000,0,0
3001213,3001213.TIF,0.870,0.874,0.851,0.889,7,5,0.843,0.862,0.921,0.778,3,10
3001214,3001214.TIF,0.938,0.882,0.918,0.957,4,2,0.935,0.871,0.956,0.915,2,4
3001215,3001215.TIF,0.956,0.883,0.977,0.935,1,3,0.966,0.872,1.000,0.935,0,3
3001216,3001216.TIF,0.942,0.886,0.980,0.907,1,5,0.951,0.875,1.000,0.907,0,5
3001217,3001217.TIF,0.984,0.909,0.984,0.984,1,1,0.945,0.903,0.952,0.938,3,4
3001218,3001218.TIF,0.955,0.910,1.000,0.914,0,3,0.957,0.875,0.971,0.943,1,2
3001222,3001222.TIF,0.615,0.722,0.800,0.500,1,4,0.769,0.777,1.000,0.625,0,3
3001223,3001223.TIF,0.933,0.916,1.000,0.875,0,1,0.769,0.882,1.000,0.625,0,3
3001226,3001226.TIF,0.902,0.849,0.939,0.868,3,7,0.916,0.821,0.907,0.925,5,4
3001227,3001227.TIF,0.906,0.853,0.940,0.875,4,9,0.859,0.858,0.921,0.806,5,14
3001228,3001228.TIF,0.873,0.870,0.960,0.800,4,24,0.864,0.847,0.950,0.792,5,25
3001229,3001229.TIF,0.942,0.878,0.980,0.907,2,10,0.942,0.840,0.980,0.907,2,10
3001230,3001230.TIF,0.930,0.872,0.948,0.912,4,7,0.897,0.850,0.921,0.875,6,10
3001231,3001231.TIF,0.916,0.872,0.927,0.905,3,4,0.952,0.835,0.952,0.952,2,2
3001232,3001232.TIF,0.667,0.896,1.000,0.500,0,1,0.667,0.874,1.000,0.500,0,1
3001233,3001233.TIF,1.000,0.878,1.000,1.000,0,0,1.000,0.913,1.000,1.000,0,0
3001234,3001234.TIF,0.966,0.865,0.977,0.956,1,2,0.930,0.846,0.976,0.889,1,5
3001235,3001235.TIF,0.900,0.852,0.935,0.867,5,11,0.906,0.840,0.947,0.867,4,11
3001236,3001236.TIF,0.940,0.882,0.965,0.917,2,5,0.912,0.873,0.963,0.867,2,8
3001237,3001237.TIF,0.913,0.864,0.913,0.913,2,2,0.905,0.841,1.000,0.826,0,4
